Name,Business Description,Category,Zoning,DataParsing.Address,Neighbourhood,Neighbourhood ID,Latitude,Longitude,Point
TERWILLEGAR TOWN LIQUOR,liquor store,Alcohol Sales (Consumption Off Premises),TMU,5231 - TERWILLEGAR BOULEVARD NW,SOUTH TERWILLEGAR,5642,53.444434339244445,-113.5782603,POINT (-113.578260348229 53.444434339244)
104 LIQUOR BAY,IT'S A RETAIL LIQUOR STORE.,Alcohol Sales (Consumption Off Premises),DC1 DC1,6812 - 104 STREET NW,ALLENDALE,5010,53.504688220988356,-113.4981426,POINT (-113.498142610792 53.504688220988)
SOBEYS LIQUOR NEWCASTLE #5418,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,16831 - 127 STREET NW,RAPPERSWILL,3370,53.63055191,-113.5395653,POINT (-113.539565279342 53.630551907017)
BOSS LIQUOR CHAPPELLE,LIQUOR STORE,Alcohol Sales (Consumption Off Premises),DC2,3158 - 141 STREET SW,CHAPPELLE AREA,5462,53.40499703654354,-113.5658481,POINT (-113.56584809596 53.404997036544)
CONNECT LIQUOR,Liquor store,Alcohol Sales (Consumption Off Premises),CB1,11266 - 82 STREET NW,CROMDALE,1070,53.56205480380686,-113.4679658,POINT (-113.467965834949 53.562054803807)
LIQUOR CITY,Retail liquor store,Alcohol Sales (Consumption Off Premises),CSC,12859 - 50 STREET NW,HOMESTEADER,2350,53.58831471620714,-113.4172174,POINT (-113.417217430052 53.588314716207)
DEVINE WINES & SPIRITS,,Alcohol Sales (Consumption Off Premises),HA,10111 - 104 STREET NW,DOWNTOWN,1090,53.54127028688429,-113.4988728,POINT (-113.498872781944 53.541270286884)
T'S LIQUOR STORE,Existing Liquor store,Alcohol Sales (Consumption Off Premises),CB1,12305 - 118 AVENUE NW,INGLEWOOD,3240,53.57000536849333,-113.5346595,POINT (-113.534659456825 53.570005368493)
ERMINESKIN CENTRE LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,3008 - 106 STREET NW,STEINHAUER,5470,53.46253909,-113.5029796,POINT (-113.502979610136 53.462539093827)
WESTMOUNT LIQUOR HUB,Liquor Retail,Alcohol Sales (Consumption Off Premises),CB1,10842 - 124 STREET NW,WESTMOUNT,3440,53.553687124689326,-113.536416,POINT (-113.53641602469 53.553687124689)
GLENORA FINE WINES AND SPIRITS,Retail liquor store,Alcohol Sales (Consumption Off Premises),DC2,190 14101 - WEST BLOCK DRIVE NW,GLENORA,3200,53.54350617685056,-113.5646976,POINT (-113.564697627913 53.543506176851)
GLENORA FINE WINES AND SPIRITS,Retail liquor store,Alcohol Sales (Consumption Off Premises),DC2,190 14101 - WEST BLOCK DRIVE NW,GLENORA,3200,53.543519300639495,-113.5652003,POINT (-113.565200316092 53.543519300639)
WINTERBURN LIQUOR,Liquor store & Retail Sales,Alcohol Sales (Consumption Off Premises) Minor Retail Store,IB,21528 - 115 AVENUE NW,WINTERBURN INDUSTRIAL AREA WEST,4670,53.56634143536593,-113.6898844,POINT (-113.689884387401 53.566341435366)
GLENORA FINE WINES AND SPIRITS,Retail liquor store,Alcohol Sales (Consumption Off Premises),DC2,190 14101 - WEST BLOCK DRIVE NW,GLENORA,3200,53.54350617685056,-113.5646976,POINT (-113.564697627913 53.543506176851)
LIQUOR LINK,Alcohol Sales,Alcohol Sales (Consumption Off Premises),IB,13054 - ST ALBERT TRAIL NW,BONAVENTURE INDUSTRIAL,4050,53.59020856185137,-113.5660766,POINT (-113.566076604796 53.590208561851)
MCINTYRE LIQUOR STORE,Liquor store,Alcohol Sales (Consumption Off Premises),IB,5722 - 75 STREET NW,MCINTYRE INDUSTRIAL,6430,53.494282546714935,-113.4437812,POINT (-113.443781236692 53.494282546715)
MILLBOURNE LIQUOR STORE LTD,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,190 1 - MILLBOURNE SHOPPING CENTRE NW,LEE RIDGE,6400,53.47232073356031,-113.4502878,POINT (-113.4502878413 53.47232073356)
THE GREAT CANADIAN LIQUOR COMPANY,Liquor Store,Alcohol Sales (Consumption Off Premises),CNC,8120 - 82 AVENUE NW,IDYLWYLDE,6320,53.51835491853214,-113.4535187,POINT (-113.453518742444 53.518354918532)
REAL CANADIAN LIQUORSTORE EXPRESS,Retail Liquor Store,Alcohol Sales (Consumption Off Premises) Minor Retail Store,CB2,11463 - KINGSWAY NW,PRINCE RUPERT,1170,53.564833669163995,-113.5194182,POINT (-113.519418217457 53.564833669164)
LIQUOR HOUSE,liquor store,Alcohol Sales (Consumption Off Premises),CB1,16510 - 59A STREET NW,MATT BERRY,2500,53.62768801565794,-113.4314843,POINT (-113.431484277908 53.627688015658)
BOSS LIQUOR,Retail liquor store,Alcohol Sales (Consumption Off Premises),CB1,10917 - 156 STREET NW,HIGH PARK,4200,53.55452037615667,-113.5899096,POINT (-113.589909647489 53.554520376157)
BLUE ON WHYTE LIQUOR,,Alcohol Sales (Consumption Off Premises) Minor Retail Store,CB2,10058 - 82 AVENUE NW,STRATHCONA,5480,53.51838082810117,-113.4907166,POINT (-113.490716605407 53.518380828101)
CHEERS & BEERS LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),CB1,11007 - 124 STREET NW,WESTMOUNT,3440,53.55762914501619,-113.5354076,POINT (-113.535407568807 53.557629145016)
LIQUOR HOUSE,Sale of liquor and related products,Alcohol Sales (Consumption Off Premises),CB1 CB1,1460 - MCCONACHIE BOULEVARD NW,MCCONACHIE AREA,2521,53.639688141433574,-113.4415678,POINT (-113.441567810626 53.639688141434)
CHEERS & BEERS LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),CB2,11836 - 103 STREET NW,WESTWOOD,1250,53.57116077,-113.498702,POINT (-113.498702047943 53.571160765054)
COLD ONES LIQUOR DISCOUNTER,Retail Liquor Store,Alcohol Sales (Consumption Off Premises),CB2,13443 - FORT ROAD NW,BELVEDERE,2080,53.594784484291644,-113.4252071,POINT (-113.425207134698 53.594784484292)
OLYMPIA LIQUOR EDMONTON WEST,Retail Liquor Store,Alcohol Sales (Consumption Off Premises),DC2 DC2,18473 - STONY PLAIN ROAD NW,PLACE LARUE,4400,53.53948352457253,-113.6433532,POINT (-113.643353242222 53.539483524573)
LIQUOR PLANET,Alcohol Sales,Alcohol Sales (Consumption Off Premises) Minor Retail Store,DC2,11142 - 142 STREET NW,HUFF BREMNER ESTATE INDUSTRIAL,3230,53.55969319726734,-113.56688,POINT (-113.56688000786 53.559693197267)
HIGHLANDER LIQUOR STORE INC.,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,104 17010 - 90 AVENUE NW,SUMMERLEA,4520,53.525914847961744,-113.6174699,POINT (-113.617469933603 53.525914847962)
