Name,Business Description,Category,Zoning,DataParsing.Address,Neighbourhood,Neighbourhood ID,Latitude,Longitude,Point
ACE LIQUOR DISCOUNTER AT MAYFIELD COMMON,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,370 - MAYFIELD COMMON NW,BRITANNIA YOUNGSTOWN,4060,53.54381178629123,-113.6116998,POINT (-113.611699840881 53.543811786291)
TRUMPETER BOSS LIQUOR,RETAIL LIQUOR STORE,Alcohol Sales (Consumption Off Premises),DC1,101 2230 - TRUMPETER WAY NW,TRUMPETER AREA,4471,53.589253834761976,-113.6789386,POINT (-113.67893858827 53.589253834762)
ACE LIQUOR DISCOUNTER AT THE MEADOWS,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,2334 - 24 STREET NW,SILVER BERRY,6442,53.454956,-113.3796286,POINT (-113.379628617332 53.454955997141)
ACE LIQUOR DISCOUNTER AT WINDERMERE CROSSING,Liquor store,Alcohol Sales (Consumption Off Premises),CSC,1145 - WINDERMERE WAY SW,WINDERMERE,5570,53.43839913770217,-113.6181578,POINT (-113.618157844786 53.438399137702)
WINE GALLERY EDMONTON,Major Alcohol Sales Fine Wine Boutique,Alcohol Sales (Consumption Off Premises) Minor Retail Store,IB,10930 - 119 STREET NW,QUEEN MARY PARK,1180,53.55640695,-113.5279144,POINT (-113.527914383174 53.55640694663)
SUPERIOR SPIRITS WINE & BEER,Liquor Store,Alcohol Sales (Consumption Off Premises),CB1,6611 - 99 STREET NW,HAZELDEAN,6290,53.50315572944954,-113.4857262,POINT (-113.485726209853 53.50315572945)
LIQUOR HOUSE,Operate a liquor store,Alcohol Sales (Consumption Off Premises),CO CO,101 6104 - 104 STREET NW,ALLENDALE,5010,53.49849598752618,-113.4981971,POINT (-113.498197130832 53.498495987526)
127 ST LIQUOR,LIQUOR STORE RETAIL STORE,Alcohol Sales (Consumption Off Premises),CB1,12617 - 121 AVENUE NW,PRINCE CHARLES,3350,53.57493289659062,-113.5407299,POINT (-113.540729863151 53.574932896591)
THE CANADIAN BREW HOUSE (HEAD OFFICE) LTD.,We already have a business license under this business but we'd like to add our Brewhouse Bevy Bikes (Bike Bars) to this existing license (#174669113-001),Alcohol Sales (Consumption Off Premises),EIB,1112 - 95 STREET SW,ELLERSLIE INDUSTRIAL,6214,53.421505610717254,-113.4801086,POINT (-113.480108557929 53.421505610717)
CO-OP LIQUOR AT GRIESBACH,Retail liquor store location.,Alcohol Sales (Consumption Off Premises),GVC RA8g GVC,9960 - 137 AVENUE NW,GRIESBACH,3111,53.60105635956147,-113.4948942,POINT (-113.494894199343 53.601056359561)
LIQUOR STORE ON 111,Liquor store,Alcohol Sales (Consumption Off Premises),CB1,9611 - 111 AVENUE NW,MCCAULEY,1140,53.55887304219822,-113.4899469,POINT (-113.489946910405 53.558873042198)
CROWN LIQUOR STORE,Liquor sales,Alcohol Sales (Consumption Off Premises),DC2 DC2,379 - 91 STREET SW,ELLERSLIE,6211,53.430766554055054,-113.4682178,POINT (-113.468217808901 53.430766554055)
ACE LIQUOR DISCOUNTER AT NORTHGATE,Retail Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,13620 - 93 STREET NW,GLENGARRY,2290,53.59810386077337,-113.4884864,POINT (-113.488486359242 53.598103860773)
WINE AND BEYOND AT SOUTHGATE,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,11011 - 51 AVENUE NW,EMPIRE PARK,5170,53.485738714734964,-113.5135438,POINT (-113.513543834648 53.485738714735)
LIQUOR DEPOT AT CALLINGWOOD,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,208 6655 - 178 STREET NW,CALLINGWOOD SOUTH,4080,53.50142538912599,-113.6291162,POINT (-113.629116221289 53.501425389126)
ACE LIQUOR DISCOUNTER AT MEADOWBROOK,Retail Liquor Store,Alcohol Sales (Consumption Off Premises),DC2 DC2,3927 - 34 STREET NW,LARKSPUR,6390,53.47456641578832,-113.3916918,POINT (-113.391691754475 53.474566415788)
BROS LIQUOR DISCOUNT,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,12902 - 82 STREET NW,KILLARNEY,2420,53.58764235428057,-113.4677943,POINT (-113.467794343971 53.587642354281)
LIQUOR DEPOT AT LEWIS ESTATES #590,Liquor Store,Alcohol Sales (Consumption Off Premises),DC1,1252 - WEBBER GREENS DRIVE NW,WEBBER GREENS,4740,53.529090837377794,-113.6869544,POINT (-113.686954449328 53.529090837378)
LIQUOR HOUSE,Liquor Store - Sale of liquor and related products,Alcohol Sales (Consumption Off Premises),DC1,11730 - JASPER AVENUE NW,OLIVER,1150,53.541421385299145,-113.5240591,POINT (-113.524059079928 53.541421385299)
MILLWOODS TOWN LIQUOR,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,6109 - 28 AVENUE NW,MILL WOODS TOWN CENTRE,6520,53.458629674708845,-113.4276472,POINT (-113.427647225437 53.458629674709)
CHERRIO LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),CB2,10138 - 111 AVENUE NW,SPRUCE AVENUE,1230,53.55923603455197,-113.495258,POINT (-113.495258030023 53.559236034552)
EVOLUTION LIQUOR,Liquor Store,Alcohol Sales (Consumption Off Premises),IB,15523 - 118 AVENUE NW,GARSIDE INDUSTRIAL,4170,53.56983225378426,-113.5896121,POINT (-113.589612125851 53.569832253784)
CRESTWOOD FINE WINES,,Alcohol Sales (Consumption Off Premises),CSC,9658 - 142 STREET NW,CRESTWOOD,3140,53.53412413763961,-113.5665784,POINT (-113.566578359781 53.53412413764)
LYNNWOOD LIQUOR SHOP,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,8738 - 149 STREET NW,JASPER PARK,4230,53.52069282338633,-113.5784893,POINT (-113.57848927273 53.520692823386)
BELMONT LIQUOR LTD,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,12 13508 - VICTORIA TRAIL NW,BELMONT,2070,53.59752790658233,-113.3875091,POINT (-113.387509110493 53.597527906582)
WINE & BEYOND AT WINDERMERE #581,Liquor Store,Alcohol Sales (Consumption Off Premises),CSCa CSCa,6284 - CURRENTS DRIVE NW,AMBLESIDE,5505,53.43721868477137,-113.6034315,POINT (-113.603431514033 53.437218684771)
LIQUOR SELECT LTD,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,8924 - 149 STREET NW,JASPER PARK,4230,53.522051910539645,-113.5784918,POINT (-113.578491833291 53.52205191054)
LIQUOR HOUSE,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,15 9977 - 178 STREET NW,TERRA LOSA,4540,53.5372244,-113.6258684,POINT (-113.625868391749 53.537224400653)
LIQUOR LAKE,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,12526 - 132 AVENUE NW,KENSINGTON,3250,53.59281594339368,-113.538479,POINT (-113.538479004485 53.592815943394)
PETROLIA LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC RF4 CSC,11431 - 40 AVENUE NW,GREENFIELD,5220,53.475608890720984,-113.5288015,POINT (-113.528801474156 53.475608890721)
KEGS AND MORE LIQUOR,alcohol sales,Alcohol Sales (Consumption Off Premises),IB IB,100 17404 - 105 AVENUE NW,MCNAMARA INDUSTRIAL,4300,53.549164155816634,-113.6215817,POINT (-113.621581746663 53.549164155817)
CALLINGWOOD LIQUOR LTD.,LIQUOR STORE,Alcohol Sales (Consumption Off Premises),CSC,6002 - 184 STREET NW,JAMIESON PLACE,4220,53.494499614011566,-113.6407316,POINT (-113.640731552416 53.494499614012)
SOBEYS SPIRITS WINE COLD BEER #8960,Sobey's,Alcohol Sales (Consumption Off Premises),DC2 DC2,4903 - 184 STREET NW,DECHENE,4110,53.48598581642392,-113.6439946,POINT (-113.643994609417 53.485985816424)
FRIENDS 97 LIQUOR,Alcohol Sales,Alcohol Sales (Consumption Off Premises),CSC,12455 - 97 STREET NW,DELTON,1080,53.58086171297611,-113.4915188,POINT (-113.491518830326 53.580861712976)
HIGHLANDS LIQUOR STORE,Wine Beer & Liquor Store,Alcohol Sales (Consumption Off Premises),DC1,11173 - 65 STREET NW,HIGHLANDS,2330,53.56471127,-113.4374853,POINT (-113.437485312468 53.564711274201)
GLASSY LIQUOR IN GRIESBACH,RETAIL LIQUOR STORE,Alcohol Sales (Consumption Off Premises),CB1,6865 - AD ASTRA BOULEVARD NW,GRIESBACH,3111,53.60664538705528,-113.515452,POINT (-113.515451963723 53.606645387055)
BELLE RIVE LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,8312 - 160 AVENUE NW,BELLE RIVE,2050,53.621116081725056,-113.4693993,POINT (-113.469399316013 53.621116081725)
LIQUOR HOUSE,Sale of liquor and related products,Alcohol Sales (Consumption Off Premises),CB1,5224 - 199 STREET NW,THE HAMPTONS,4461,53.48844228382365,-113.6652184,POINT (-113.665218430896 53.488442283824)
WEST EDMONTON TRUCKLAND LIQUOR,Retail Liquor Store,Alcohol Sales (Consumption Off Premises),CHY,16810 - 118 AVENUE NW,CARLETON SQUARE INDUSTRIAL,4100,53.57150332,-113.6126237,POINT (-113.612623737357 53.571503320037)
SAFEWAY LIQUOR GARNEAU #3004,Alcohol Sales,Alcohol Sales (Consumption Off Premises),CB2,8204 - 109 STREET NW,GARNEAU,5200,53.51862274675446,-113.5131559,POINT (-113.513155942573 53.518622746754)
SOBEYS SPIRITS WINE COLD BEER #3710,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,3803 - 34 STREET NW,LARKSPUR,6390,53.473624678536936,-113.3920325,POINT (-113.39203250321 53.473624678537)
ACE LIQUOR DISCOUNTER AT JASPER AVENUE,Liquor Stores,Alcohol Sales (Consumption Off Premises),DC2,10164 - 109 STREET NW,DOWNTOWN,1090,53.54199064975008,-113.5093792,POINT (-113.50937922813 53.54199064975)
ACE LIQUOR DISCOUNTER AT JASPER GATES,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,15039 - STONY PLAIN ROAD NW,WEST JASPER PLACE,4580,53.540355436762326,-113.5805144,POINT (-113.580514407385 53.540355436762)
OASIS LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),CB1,10537 - 107 AVENUE NW,CENTRAL MCDOUGALL,1030,53.55123233,-113.5023886,POINT (-113.502388588953 53.551232331298)
GLASSY LIQUOR ON 34,Liquor Sales,Alcohol Sales (Consumption Off Premises),DC2 DC2,3377 - 28A AVENUE NW,SILVER BERRY,6442,53.45888216391115,-113.392901,POINT (-113.392901037562 53.458882163911)
ACE LIQUOR DISCOUNTER AT 137TH AVENUE,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2 DC2,13703 - 40 STREET NW,CLAREVIEW TOWN CENTRE,2145,53.599864812206214,-113.4015495,POINT (-113.401549456089 53.599864812206)
ACE LIQUOR DISCOUNTER AT OLIVER VILLAGE,Liquor Store,Alcohol Sales (Consumption Off Premises),DC1,11354 - 104 AVENUE NW,OLIVER,1150,53.54677616423043,-113.5157155,POINT (-113.51571554256 53.54677616423)
DOWNTOWN LIQUOR,Operate a Liquor Store,Alcohol Sales (Consumption Off Premises),CCA,1C 10020 - JASPER AVENUE NW,DOWNTOWN,1090,53.54142256808111,-113.4914917,POINT (-113.491491682679 53.541422568081)
SHERBROOKE LIQUOR STORE,,Alcohol Sales (Consumption Off Premises),CSC,11819 - ST ALBERT TRAIL NW,SHERBROOKE,3410,53.57079535062868,-113.5487251,POINT (-113.548725135068 53.570795350629)
BEVERLY CREST COLD BEER MART,,Alcohol Sales (Consumption Off Premises),CSC,3404 - 118 AVENUE NW,BEACON HEIGHTS,2040,53.57065243975095,-113.3943089,POINT (-113.39430886368 53.570652439751)
ACE LIQUOR DISCOUNTER AT WESTMOUNT #514,Liquor Store,Alcohol Sales (Consumption Off Premises),CB3 CSC,122 1 - WESTMOUNT SHOPPING CENTRE NW,WOODCROFT,3450,53.56137799967168,-113.5535083,POINT (-113.553508286594 53.561377999672)
SOBEYS SPIRITS WINE COLD BEER #3713,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,10965 - 23 AVENUE NW,KEHEEWIN,5250,53.45358313516982,-113.5116435,POINT (-113.511643458047 53.45358313517)
SOBEYS SPIRITS WINE COLD BEER #3706,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,15353 - CASTLE DOWNS ROAD NW,BEAUMARIS,3040,53.61542556188658,-113.5152135,POINT (-113.515213537224 53.615425561887)
7 DEGREES | WINE | BEER | SPIRITS,Liquor Store,Alcohol Sales (Consumption Off Premises),CB2,116 14315 - 118 AVENUE NW,HUFF BREMNER ESTATE INDUSTRIAL,3230,53.56908873980761,-113.5676609,POINT (-113.567660943045 53.569088739808)
ACE LIQUOR DISCOUNTER AT RIVERBEND SQUARE,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,740 - RIVERBEND SQUARE NW,FALCONER HEIGHTS,5190,53.46869816285636,-113.5877177,POINT (-113.587717740349 53.468698162856)
ACE LIQUOR DISCOUNTER AT OTTEWELL,Retail Liqour store selling beer wine and spirits.,Alcohol Sales (Consumption Off Premises),CSC,6212 - 90 AVENUE NW,OTTEWELL,6550,53.52512643197832,-113.4275488,POINT (-113.427548769618 53.525126431978)
HAPPY HOUR LIQUOR,Liquor store,Alcohol Sales (Consumption Off Premises),IB IM,13 14220 - YELLOWHEAD TRAIL NW,BROWN INDUSTRIAL,3050,53.58184921683823,-113.5666969,POINT (-113.56669691701 53.581849216838)
RED NIGHT LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),IB,3448 - 99 STREET NW,STRATHCONA INDUSTRIAL PARK,6700,53.46839743509573,-113.487759,POINT (-113.487758986544 53.468397435096)
TOPS LIQUOR,Liquor Store,Alcohol Sales (Consumption Off Premises),CB2,10028 - 82 AVENUE NW,STRATHCONA,5480,53.51837641258533,-113.4898446,POINT (-113.489844631336 53.518376412585)
GOOD GOODS COMPANY,A local (Edmonton and surrounding area) collection of goods (food and various home products) all available for purchase through our website items are delivered once per week.,Alcohol Sales (Consumption Off Premises) Minor Retail Store,DC2 DC2,9524 - 87 STREET NW,STRATHEARN,6710,53.53250946465154,-113.4614151,POINT (-113.461415127474 53.532509464652)
LIQUOR TIME,alcohol sales & general business,Alcohol Sales (Consumption Off Premises),CB1,11743 - 124 STREET NW,INGLEWOOD,3240,53.57000502258156,-113.5354292,POINT (-113.535429191782 53.570005022582)
SOBEYS SPIRITS WINE COLD BEER #5408,Alcohol Sales,Alcohol Sales (Consumption Off Premises) Minor Retail Store,CSC,820 - PARSONS ROAD SW,ELLERSLIE INDUSTRIAL,6214,53.42587455904656,-113.481136,POINT (-113.481135980779 53.425874559047)
ACE LIQUOR DISCOUNTER AT EAUX CLAIRES,alcohol sales establishment,Alcohol Sales (Consumption Off Premises),DC1,9615 - 160 AVENUE NW,EAUX CLAIRES,2241,53.620403091454705,-113.4903349,POINT (-113.49033490004 53.620403091455)
YEG LIQUOR,Liquor Store,Alcohol Sales (Consumption Off Premises),CB2 CB2,10555 - KINGSWAY NW,CENTRAL MCDOUGALL,1030,53.55745614,-113.5017587,POINT (-113.501758686617 53.557456143663)
LIQUOR FORT,liquour store,Alcohol Sales (Consumption Off Premises),IB,12251 - FORT ROAD NW,YELLOWHEAD CORRIDOR EAST,1270,53.578209495400394,-113.456543,POINT (-113.456542954506 53.5782094954)
LIQUOR STATION,THE BUSINESS IS A RUNNING A LQUOR STORE.  I WILL RUN THE BUSINESS BY MY OWN AND HIRE THE NEW EMPLOYEES .,Alcohol Sales (Consumption Off Premises),CB2,103 16220 - STONY PLAIN ROAD NW,BRITANNIA YOUNGSTOWN,4060,53.54159924700481,-113.6021233,POINT (-113.602123293586 53.541599247005)
CANDEREL,Operate a liquor store - alcohol sales.,Alcohol Sales (Consumption Off Premises),CCA,126 1 - EDMONTON CITY CENTRE NW,DOWNTOWN,1090,53.54377188869079,-113.4926974,POINT (-113.492697379082 53.543771888691)
CANDEREL,Operate a liquor store - alcohol sales.,Alcohol Sales (Consumption Off Premises),CCA,126 1 - EDMONTON CITY CENTRE NW,DOWNTOWN,1090,53.54386307485109,-113.4915855,POINT (-113.491585541667 53.543863074851)
BEAM CANADA INC,Office for sales reps who are sellingliquor brands (wines etc.) to liquor stores/hotels etc.  No liquor stored or shipped here.,Alcohol Sales (Consumption Off Premises),IB,10215 - 178 STREET NW,STONE INDUSTRIAL,4510,53.54371026587763,-113.6269668,POINT (-113.626966756516 53.543710265878)
LIQUOR EXPRESS,,Alcohol Sales (Consumption Off Premises),CSC,12625 - 153 AVENUE NW,BARANOW,3020,53.61642698757968,-113.5394142,POINT (-113.539414161296 53.61642698758)
FIRST CLASS LIQUOR STORE,LIQUOR STORE,Alcohol Sales (Consumption Off Premises),CB2,12916 - 97 STREET NW,LAUDERDALE,3260,53.58807059017218,-113.4926101,POINT (-113.49261007293 53.588070590172)
LIQUOR STUDIO,Liquor Store,Alcohol Sales (Consumption Off Premises),CHY,15255 - 111 AVENUE NW,HIGH PARK,4200,53.55848204722285,-113.5833569,POINT (-113.583356934854 53.558482047223)
THE REAL CANADIAN LIQUOR STORE LTD,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,17303 - STONY PLAIN ROAD NW,PLACE LARUE,4400,53.54005543669473,-113.6198887,POINT (-113.619888716325 53.540055436695)
BOSS LIQUOR,RETAIL LIQUOR STORE,Alcohol Sales (Consumption Off Premises),DC2,11030 - 30 AVENUE SW,CAVANAGH,5467,53.408507484397546,-113.5154089,POINT (-113.515408906595 53.408507484398)
CHEERS AND BEERS,Alcohol Sales,Alcohol Sales (Consumption Off Premises),CB2,10106 - 118 AVENUE NW,WESTWOOD,1250,53.57061488,-113.4942407,POINT (-113.494240668698 53.570614879607)
NORWOOD LIQUOR STORE,,Alcohol Sales (Consumption Off Premises),CB2,9608 - 118 AVENUE NW,ALBERTA AVENUE,1010,53.570532056448414,-113.4908523,POINT (-113.490852347131 53.570532056448)
CROWN LIQUOR STORE,Alcohol Sales,Alcohol Sales (Consumption Off Premises),IB,7617 - ARGYLL ROAD NW,CORONET ADDITION INDUSTRIAL,6090,53.50685941507358,-113.444017,POINT (-113.444016971781 53.506859415074)
HO YEE LIQUOR STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),CB1,102 10757 - 97 STREET NW,MCCAULEY,1140,53.55326312833724,-113.4896046,POINT (-113.489604609996 53.553263128337)
CITY CELLARS,Liquor Store,Alcohol Sales (Consumption Off Premises) Minor Retail Store,DC1,10505 - 123 STREET NW,WESTMOUNT,3440,53.54803436420997,-113.5336298,POINT (-113.533629821796 53.54803436421)
COSTCO CANADA LIQUOR,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2,2640 - 91 STREET NW,PARSONS INDUSTRIAL,6570,53.45535912292387,-113.4691211,POINT (-113.469121085907 53.455359122924)
BREAKTHRU BEVERAGE,Sales and distribution of wine spirits & beer brands in Alberta,Alcohol Sales (Consumption Off Premises),IB,9523 - 41 AVENUE NW,STRATHCONA INDUSTRIAL PARK,6700,53.475887100843806,-113.4764059,POINT (-113.476405893107 53.475887100844)
PRESTIGE LIQUOR,Retail liquor store,Alcohol Sales (Consumption Off Premises),CSC,14211 - 23 AVENUE NW,TERWILLEGAR TOWNE,5640,53.453439608876025,-113.5672566,POINT (-113.567256633944 53.453439608876)
ACE LIQUOR DISCOUNTER AT OXFORD,Liquor Store,Alcohol Sales (Consumption Off Premises),RF5 CSC,15192 - 127 STREET NW,CUMBERLAND,3150,53.614885925310006,-113.542789,POINT (-113.542789014468 53.61488592531)
TRANSIT HOTEL COLD BEER STORE,Liquor Store,Alcohol Sales (Consumption Off Premises),DC1 DC1,12740 - FORT ROAD NW,BELVEDERE,2080,53.58587694162393,-113.4421694,POINT (-113.442169374182 53.585876941624)
SOBEYS SPIRITS WINE COLD BEER #5405,Retail Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,5215 - 167 AVENUE NW,HOLLICK-KENYON,2340,53.62763562607031,-113.4148195,POINT (-113.414819486428 53.62763562607)
SOBEYS SPIRITS WINE COLD BEER,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,14272 - 23 AVENUE NW,LEGER,5630,53.45466875582304,-113.5672996,POINT (-113.567299630112 53.454668755823)
SOBEYS LIQUOR COLISEUM #5427,Retail liquor store,Alcohol Sales (Consumption Off Premises) Minor Retail Store,US DC2,8012 - 118 AVENUE NW,EASTWOOD,1100,53.57117584161085,-113.4647498,POINT (-113.464749817737 53.571175841611)
ACE LIQUOR DISCOUNTER AT THE GRANGE,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC CSC,2540 - GUARDIAN ROAD NW,GLASTONBURY,4720,53.511274573686805,-113.6756126,POINT (-113.675612585676 53.511274573687)
ACE LIQUOR DISCOUNTER AT CASTLE DOWNS,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,156 15277 - CASTLE DOWNS ROAD NW,GRIESBACH,3111,53.61346820452225,-113.5157507,POINT (-113.515750704336 53.613468204522)
BOSS LIQUOR,Retail Liquor Store,Alcohol Sales (Consumption Off Premises),DC2 CB1,166 9080 - 25 AVENUE SW,SUMMERSIDE,6213,53.410726711238446,-113.4816028,POINT (-113.481602783031 53.410726711238)
WHITEMUD CROSSING LIQUOR STORE,,Alcohol Sales (Consumption Off Premises),DC2,179 4211 - 106 STREET NW,RIDEAU PARK,5360,53.47969257772844,-113.5023519,POINT (-113.502351864742 53.479692577728)
SOBEYS SPIRITS WINE COLD BEER #3705,Liquor Store,Alcohol Sales (Consumption Off Premises),DC2 DC2,5221 - 23 AVENUE NW,MEYOKUMIN,6460,53.453663011240934,-113.4222196,POINT (-113.422219607464 53.453663011241)
WILLOW PARK WINES & SPIRITS EDMONTON,WholeSales to Bars and Restaurants - Retail Liquor Store,Alcohol Sales (Consumption Off Premises),IB,16612 - 114 AVENUE NW,NORWESTER INDUSTRIAL,4350,53.564191188959484,-113.6052181,POINT (-113.60521813517 53.564191188959)
WESTGATE LIQUOR STORE,liquor sales,Alcohol Sales (Consumption Off Premises),CHY,21621 - STONY PLAIN ROAD NW,SECORD,4487,53.540614907193515,-113.6913588,POINT (-113.691358843858 53.540614907194)
BIN 104 FINE WINE AND SPIRITS,,Alcohol Sales (Consumption Off Premises),CB2,5454 - CALGARY TRAIL NW,PLEASANTVIEW,5320,53.49180958242105,-113.4965696,POINT (-113.496569562255 53.491809582421)
SANDY LANE LIQUOR STORE,Minor liquor store,Alcohol Sales (Consumption Off Premises),CNC,15610 - 95 AVENUE NW,GLENWOOD,4180,53.53193096,-113.5915487,POINT (-113.591548710682 53.531930960889)
EVOLUTION LIQUOR,RETAILS SALES OF ALCOHOL,Alcohol Sales (Consumption Off Premises),IB,9216 - 51 AVENUE NW,CORONET INDUSTRIAL,6100,53.48862663436973,-113.4688576,POINT (-113.46885757701 53.48862663437)
KINGSWAY LIIQUOR & WINE,RETAIL OF LIQUOR STORE,Alcohol Sales (Consumption Off Premises),DC2 DC2 DC2,170 3803 - CALGARY TRAIL NW,CALGARY TRAIL SOUTH,5120,53.47302594851224,-113.4938482,POINT (-113.493848193653 53.473025948512)
COSTCO LIQUOR,Liquor Sales,Alcohol Sales (Consumption Off Premises),DC2,7255 - WINTERBURN ROAD NW,GRANVILLE,4551,53.50909060222166,-113.6855328,POINT (-113.685532831939 53.509090602222)
ALIGRA WINE & SPIRITS,To operate a Minor Alcohol Sales business.,Alcohol Sales (Consumption Off Premises),DC2 DC2 DC2,1423 8882 - 170 STREET NW,SUMMERLEA,4520,53.52226334889166,-113.6184818,POINT (-113.618481760139 53.522263348892)
SUNTERRA CELLAR,,Alcohol Sales (Consumption Off Premises),CCA,201 10150 - JASPER AVENUE NW,DOWNTOWN,1090,53.54170338932126,-113.4946447,POINT (-113.494644668458 53.541703389321)
SUPER VALUE LIQUOR,alcohol sales & general business,Alcohol Sales (Consumption Off Premises),CB1,4506 - 118 AVENUE NW,BEACON HEIGHTS,2040,53.57062426076358,-113.4111913,POINT (-113.411191255854 53.570624260764)
SUPER VALUE LIQUOR,retail liquor store,Alcohol Sales (Consumption Off Premises),CB2,16102 - STONY PLAIN ROAD NW,BRITANNIA YOUNGSTOWN,4060,53.54159656749515,-113.5997933,POINT (-113.599793311691 53.541596567495)
THE REAL CANADIAN LIQUOR STORE #1670,Liquor Store,Alcohol Sales (Consumption Off Premises),CHY CSC CSC,4821 - CALGARY TRAIL NW,CALGARY TRAIL NORTH,5110,53.486776781741526,-113.493511,POINT (-113.493511045852 53.486776781742)
ATHLONE LIQUOR & COLD BEER STORE,,Alcohol Sales (Consumption Off Premises),CNC,12904 - 127 STREET NW,ATHLONE,3010,53.58803245313637,-113.5419706,POINT (-113.541970577879 53.588032453136)
HI END LIQUOR,Liquor Store,Alcohol Sales (Consumption Off Premises),CB1,5025 - 22 AVENUE SW,WALKER,6662,53.41328471,-113.4198499,POINT (-113.419849918379 53.413284714305)
TOPS LIQUOR,,Alcohol Sales (Consumption Off Premises),CB2,10768 - 82 AVENUE NW,GARNEAU,5200,53.51841346924879,-113.5090403,POINT (-113.509040325219 53.518413469249)
LIQUOR DEPOT AT NAMAO,Liquor Store (expanding into the adjacent CRUs),Alcohol Sales (Consumption Off Premises),CSC,16546 - 95 STREET NW,EAUX CLAIRES,2241,53.62749120887925,-113.4876817,POINT (-113.487681711342 53.627491208879)
SHERBROOKE LIQUOR,This will be the second location of Sherbrooke Liquor. It will mainly focus on warehousing shipping and receiving with a Retail sales operation as well.It will also house office space for the ownership group.,Alcohol Sales (Consumption Off Premises),IB,9271 - 50 STREET NW,EASTGATE BUSINESS PARK,6180,53.529841224879085,-113.417117,POINT (-113.417117011425 53.529841224879)
ACE LIQUOR DISCOUNTER AT 23RD AVE MILLWOODS,Liquor Store,Alcohol Sales (Consumption Off Premises),DC1,5638 - 23 AVENUE NW,MILL WOODS TOWN CENTRE,6520,53.45613557601363,-113.4293543,POINT (-113.429354304272 53.456135576014)
GLASSY WINES & SPIRITS,Liquor Store (Minor Alcohol Sales),Alcohol Sales (Consumption Off Premises) Minor Retail Store,DC2,14751 - 40 AVENUE NW,RHATIGAN RIDGE,5350,53.47634405455516,-113.5768531,POINT (-113.576853132975 53.476344054555)
ACE LIQUOR DISCOUNTER AT HERITAGE LINKS,Liquor Store,Alcohol Sales (Consumption Off Premises),CSC,2148 - 109 STREET NW,KEHEEWIN,5250,53.453030227131684,-113.5097359,POINT (-113.509735888028 53.453030227132)
LIQUOR ON 34,Liquor store,Alcohol Sales (Consumption Off Premises),CSC,9222 - 34 AVENUE NW,STRATHCONA INDUSTRIAL PARK,6700,53.46604888979473,-113.4718945,POINT (-113.471894537754 53.466048889795)
BON LIQUOR,Retail liquor store – We sell Wine Beer Spirits on retail basis. These supplies are provided by Liquor Connect and BDL under Alberta Gaming and Liquor Commission (AGCL). Both imported and domestic alcohols and spirits are sold on retail basis. This is only application for the change or transfer of the existing ownership.,Alcohol Sales (Consumption Off Premises),CO,6250 - 99 STREET NW,ROSEDALE INDUSTRIAL,6650,53.49907115018203,-113.4876594,POINT (-113.487659428377 53.499071150182)
HILLS LIQUOR,LIQUOR STORE,Alcohol Sales (Consumption Off Premises),DC1,3751 - 8 AVENUE SW,CHARLESWORTH,6661,53.42542153570029,-113.3985361,POINT (-113.398536110792 53.4254215357)
OASIS WINE AND LIQUOR,It’s a liquor store,Alcohol Sales (Consumption Off Premises),CSC,7430 - 101 AVENUE NW,TERRACE HEIGHTS,6730,53.54146201826561,-113.4425508,POINT (-113.442550839964 53.541462018266)
REAL CANADIAN LIQUOR STORE LTD,General Business,Alcohol Sales (Consumption Off Premises),DC2 CSC,4420 - 17 STREET NW,LARKSPUR,6390,53.48056233018923,-113.3738608,POINT (-113.373860834228 53.480562330189)
